event_id,match_id
2283,542195
2283,542196
2283,542207
2283,542205
2283,542212
2283,542211
2283,542200
2283,542201
2283,542197
2283,542208
2283,542213
2283,542202
2283,542209
2283,542198
2283,542203
2283,542214
2283,542210
2283,542199
2283,542215
2283,542204
2283,542265
2283,542264
2283,542266
2283,542267
2283,542273
2283,542274
2283,542268
2283,542269
2283,542277
2283,542276
2283,542270
2283,542278
2283,542279
2283,542272
