match_id,game_id,player,team_id,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,econ_rating,plant,defuse,event_name
542213,233448,RieNs,1001,5,2,0,0,0,1,0,0,0,71,7,1,Group Stage:  Winner's (D)
542213,233448,MiniBoo,1001,1,0,2,0,0,0,0,0,0,54,0,1,Group Stage:  Winner's (D)
542213,233448,Wo0t,1001,4,2,1,0,0,0,0,0,0,64,0,0,Group Stage:  Winner's (D)
542213,233448,benjyfishy,1001,3,1,0,0,0,0,0,0,0,50,0,1,Group Stage:  Winner's (D)
542213,233448,stax,14,0,0,0,0,0,0,0,0,0,24,8,0,Group Stage:  Winner's (D)
542213,233448,BuZz,14,2,1,1,0,0,0,0,0,0,51,0,0,Group Stage:  Winner's (D)
542213,233448,Meteor,14,0,1,0,0,0,0,0,0,0,35,0,0,Group Stage:  Winner's (D)
542213,233448,iZu,14,2,2,0,0,0,1,0,0,0,58,0,1,Group Stage:  Winner's (D)
542213,233448,DH,14,2,1,1,0,0,0,0,0,0,56,1,1,Group Stage:  Winner's (D)
542213,233449,Boo,1001,1,1,0,0,1,1,0,0,0,51,1,0,Group Stage:  Winner's (D)
542213,233449,RieNs,1001,5,1,0,0,0,0,0,0,0,60,3,0,Group Stage:  Winner's (D)
542213,233449,MiniBoo,1001,2,2,0,0,0,1,0,0,0,47,1,1,Group Stage:  Winner's (D)
542213,233449,Wo0t,1001,1,1,0,0,1,0,0,0,0,61,1,1,Group Stage:  Winner's (D)
542213,233449,benjyfishy,1001,3,1,0,0,0,0,0,0,0,28,1,0,Group Stage:  Winner's (D)
542213,233449,stax,14,1,0,0,0,1,0,0,0,0,39,5,0,Group Stage:  Winner's (D)
542213,233449,BuZz,14,1,1,1,0,0,0,0,0,0,37,0,0,Group Stage:  Winner's (D)
542213,233449,Meteor,14,4,2,0,0,0,0,0,0,0,67,1,0,Group Stage:  Winner's (D)
542213,233449,iZu,14,3,2,0,0,0,0,0,0,0,45,1,0,Group Stage:  Winner's (D)
542213,233449,DH,14,3,0,1,0,0,0,0,0,0,58,1,0,Group Stage:  Winner's (D)
542202,233418,cortezia,7386,4,2,0,0,1,1,0,0,0,55,2,1,Group Stage:  Winner's (B)
542202,233418,artzin,7386,4,1,0,0,0,0,0,0,0,47,1,0,Group Stage:  Winner's (B)
542202,233418,aspas,7386,2,2,0,0,0,0,0,0,0,74,0,0,Group Stage:  Winner's (B)
542202,233418,xenom,7386,1,1,0,0,0,0,0,0,0,45,1,0,Group Stage:  Winner's (B)
542202,233418,Verno,7386,0,1,1,0,0,0,0,0,0,44,5,1,Group Stage:  Winner's (B)
542202,233418,crashies,2593,2,0,1,0,0,0,0,0,0,55,2,0,Group Stage:  Winner's (B)
542202,233418,Boaster,2593,1,0,0,0,0,0,0,0,0,29,1,0,Group Stage:  Winner's (B)
542202,233418,Chronicle,2593,1,0,0,0,0,0,0,0,0,55,0,0,Group Stage:  Winner's (B)
542202,233418,kaajak,2593,3,0,0,0,0,0,0,0,0,53,0,1,Group Stage:  Winner's (B)
542202,233418,Alfajer,2593,3,0,0,0,0,0,0,0,0,45,0,1,Group Stage:  Winner's (B)
542202,233419,cortezia,7386,4,0,0,0,0,0,0,0,0,33,0,0,Group Stage:  Winner's (B)
542202,233419,artzin,7386,1,1,0,0,0,0,0,0,0,33,4,0,Group Stage:  Winner's (B)
542202,233419,aspas,7386,4,2,0,0,0,0,0,0,0,78,0,0,Group Stage:  Winner's (B)
542202,233419,xenom,7386,1,0,0,0,0,0,0,0,0,20,1,0,Group Stage:  Winner's (B)
542202,233419,Verno,7386,3,2,0,0,0,0,0,0,0,47,3,0,Group Stage:  Winner's (B)
542202,233419,crashies,2593,1,1,0,0,0,0,0,0,0,78,2,0,Group Stage:  Winner's (B)
